Uses Octree;Spheres;Max Octree Depth;Num Samples;Max Rays Depth;Screen Width;Screen Height;Min;Max;Avg;Min FPS;Max FPS;Avg FPS
1; 250; 5; 32; 4; 800; 600; 0.0872257; 0.100314; 0.0918989; 9.96867; 11.4645; 10.891
1; 250; 10; 32; 4; 800; 600; 0.0769881; 0.0896066; 0.0817624; 11.1599; 12.989; 12.2441
1; 250; 1; 32; 4; 1920; 1080; 0.215988; 0.226556; 0.219676; 4.41393; 4.62989; 4.55266
1; 250; 5; 32; 4; 1920; 1080; 0.259585; 0.273735; 0.26525; 3.65317; 3.85231; 3.77057
1; 250; 10; 32; 4; 1920; 1080; 0.143145; 0.281347; 0.215003; 3.55433; 6.98595; 4.7219
1; 250; 1; 32; 8; 800; 600; 0.0736431; 0.0925506; 0.0846629; 10.8049; 13.579; 11.8278
1; 250; 5; 32; 8; 800; 600; 0.092416; 0.114129; 0.101267; 8.762; 10.8206; 9.88528
1; 250; 10; 32; 8; 800; 600; 0.0597737; 0.107289; 0.0883733; 9.32059; 16.7298; 11.6138
1; 250; 1; 32; 8; 1920; 1080; 0.264858; 0.283749; 0.27188; 3.52424; 3.77561; 3.67858
1; 250; 5; 32; 8; 1920; 1080; 0.305421; 0.327021; 0.3138; 3.05791; 3.27416; 3.18733
1; 250; 10; 32; 8; 1920; 1080; 0.29001; 0.3188; 0.297739; 3.13676; 3.44815; 3.35945
1; 250; 1; 32; 16; 800; 600; 0.0751127; 0.0952832; 0.0835253; 10.495; 13.3133; 11.9863
1; 250; 5; 32; 16; 800; 600; 0.0949357; 0.113445; 0.101186; 8.81486; 10.5334; 9.89356
1; 250; 10; 32; 16; 800; 600; 0.0813646; 0.117168; 0.0939643; 8.53475; 12.2904; 10.7535
1; 250; 1; 32; 16; 1920; 1080; 0.248942; 0.285364; 0.256309; 3.5043; 4.01699; 3.90442
1; 250; 5; 32; 16; 1920; 1080; 0.31531; 0.334533; 0.323624; 2.98924; 3.17148; 3.09044
1; 250; 10; 32; 16; 1920; 1080; 0.285709; 0.30552; 0.294036; 3.2731; 3.50006; 3.40143
1; 500; 1; 4; 4; 800; 600; 0.015763; 0.0244823; 0.020314; 40.8458; 63.4397; 49.3735
1; 500; 5; 4; 4; 800; 600; 0.0254493; 0.0300081; 0.0270217; 33.3243; 39.2938; 37.0394
1; 500; 10; 4; 4; 800; 600; 0.0268587; 0.031935; 0.0282693; 31.3136; 37.2319; 35.4074
1; 500; 1; 4; 4; 1920; 1080; 0.0710229; 0.0784549; 0.0728031; 12.7462; 14.08; 13.7381
1; 500; 5; 4; 4; 1920; 1080; 0.0889094; 0.100595; 0.0926423; 9.94085; 11.2474; 10.7966
1; 500; 10; 4; 4; 1920; 1080; 0.0929221; 0.109073; 0.10153; 9.16817; 10.7617; 9.85387
1; 500; 1; 4; 8; 800; 600; 0.0197741; 0.0302051; 0.0257615; 33.107; 50.5712; 38.9306
1; 500; 5; 4; 8; 800; 600; 0.0250019; 0.0425386; 0.0341635; 23.5081; 39.997; 29.3519
1; 500; 10; 4; 8; 800; 600; 0.0275557; 0.0402533; 0.0341279; 24.8427; 36.2901; 29.3603
1; 500; 1; 4; 8; 1920; 1080; 0.0775503; 0.0938147; 0.0858581; 10.6593; 12.8949; 11.6516
1; 500; 5; 4; 8; 1920; 1080; 0.1124; 0.123177; 0.114794; 8.11837; 8.89679; 8.71265
1; 500; 10; 4; 8; 1920; 1080; 0.123821; 0.13254; 0.126577; 7.5449; 8.07619; 7.90113
1; 500; 1; 4; 16; 800; 600; 0.0243537; 0.0298424; 0.0263163; 33.5094; 41.0615; 38.041
1; 500; 5; 4; 16; 800; 600; 0.0269663; 0.0368487; 0.032784; 27.138; 37.0833; 30.5598
1; 500; 10; 4; 16; 800; 600; 0.0276439; 0.0365672; 0.0332375; 27.3469; 36.1743; 30.1353
1; 500; 1; 4; 16; 1920; 1080; 0.0898464; 0.103764; 0.0959764; 9.63722; 11.1301; 10.4221
1; 500; 5; 4; 16; 1920; 1080; 0.110569; 0.124572; 0.114104; 8.0275; 9.04414; 8.76595
1; 500; 10; 4; 16; 1920; 1080; 0.110855; 0.121332; 0.114675; 8.24183; 9.02083; 8.72162
1; 500; 1; 16; 4; 800; 600; 0.0736393; 0.0819833; 0.0776881; 12.1976; 13.5797; 12.8771
1; 500; 5; 16; 4; 800; 600; 0.102485; 0.117386; 0.108148; 8.51887; 9.75754; 9.25103
1; 500; 10; 16; 4; 800; 600; 0.100748; 0.137388; 0.118144; 7.27863; 9.92574; 8.47209
1; 500; 1; 16; 4; 1920; 1080; 0.269614; 0.285245; 0.278323; 3.50576; 3.70901; 3.59316
1; 500; 5; 16; 4; 1920; 1080; 0.377633; 0.395483; 0.384501; 2.52856; 2.64808; 2.601
1; 500; 10; 16; 4; 1920; 1080; 0.388683; 0.413796; 0.397766; 2.41665; 2.57279; 2.51435
1; 500; 1; 16; 8; 800; 600; 0.0864183; 0.111237; 0.0990047; 8.98983; 11.5716; 10.1119
1; 500; 5; 16; 8; 800; 600; 0.126521; 0.144352; 0.132879; 6.9275; 7.90384; 7.52929
1; 500; 10; 16; 8; 800; 600; 0.123746; 0.146132; 0.133725; 6.84313; 8.08108; 7.48497
1; 500; 1; 16; 8; 1920; 1080; 0.354255; 0.370244; 0.362572; 2.70092; 2.82283; 2.7583
1; 500; 5; 16; 8; 1920; 1080; 0.339857; 0.45601; 0.396492; 2.19293; 2.94241; 2.53005
1; 500; 10; 16; 8; 1920; 1080; 0.497082; 0.564268; 0.548481; 1.77221; 2.01174; 1.82449
1; 500; 1; 16; 16; 800; 600; 0.0524151; 0.110273; 0.0796406; 9.06838; 19.0785; 13.0102
1; 500; 5; 16; 16; 800; 600; 0.121846; 0.137612; 0.129084; 7.26679; 8.2071; 7.75078
1; 500; 10; 16; 16; 800; 600; 0.129211; 0.153622; 0.136715; 6.5095; 7.73926; 7.32182
1; 500; 1; 16; 16; 1920; 1080; 0.289097; 0.375771; 0.362748; 2.6612; 3.45904; 2.76135
1; 500; 5; 16; 16; 1920; 1080; 0.438494; 0.476676; 0.447112; 2.09786; 2.28053; 2.23683
1; 500; 10; 16; 16; 1920; 1080; 0.44909; 0.483415; 0.457862; 2.06862; 2.22673; 2.1844
1; 500; 1; 32; 4; 800; 600; 0.155125; 0.167717; 0.160069; 5.96242; 6.4464; 6.24891
1; 500; 5; 32; 4; 800; 600; 0.209376; 0.230653; 0.217183; 4.33551; 4.7761; 4.60628
1; 500; 10; 32; 4; 800; 600; 0.220311; 0.24731; 0.229321; 4.04351; 4.53904; 4.36283
1; 500; 1; 32; 4; 1920; 1080; 0.273126; 0.586446; 0.523622; 1.70519; 3.66131; 1.99505
1; 500; 5; 32; 4; 1920; 1080; 0.707332; 0.732635; 0.718045; 1.36494; 1.41376; 1.39275
1; 500; 10; 32; 4; 1920; 1080; 0.790178; 0.816492; 0.800369; 1.22475; 1.26554; 1.2495
1; 500; 1; 32; 8; 800; 600; 0.193682; 0.215709; 0.201536; 4.63586; 5.16311; 4.96478
1; 500; 5; 32; 8; 800; 600; 0.253471; 0.291995; 0.266013; 3.42472; 3.94522; 3.76089
1; 500; 10; 32; 8; 800; 600; 0.261351; 0.297215; 0.2723; 3.36457; 3.82628; 3.67468
1; 500; 1; 32; 8; 1920; 1080; 0.716574; 0.747821; 0.731731; 1.33722; 1.39553; 1.36672
1; 500; 5; 32; 8; 1920; 1080; 0.898032; 0.920937; 0.909599; 1.08585; 1.11355; 1.09943
1; 500; 10; 32; 8; 1920; 1080; 0.920683; 0.958276; 0.938908; 1.04354; 1.08615; 1.06515
1; 500; 1; 32; 16; 800; 600; 0.185351; 0.211026; 0.195378; 4.73875; 5.39516; 5.12168
1; 500; 5; 32; 16; 800; 600; 0.24938; 0.267154; 0.25816; 3.74316; 4.00995; 3.87474
1; 500; 10; 32; 16; 800; 600; 0.249179; 0.28017; 0.264783; 3.56926; 4.01318; 3.77898
1; 500; 1; 32; 16; 1920; 1080; 0.719453; 0.746298; 0.734463; 1.33995; 1.38995; 1.36163
1; 500; 5; 32; 16; 1920; 1080; 0.958212; 0.987563; 0.971738; 1.01259; 1.04361; 1.02914
1; 500; 10; 32; 16; 1920; 1080; 0.917496; 0.951272; 0.933764; 1.05122; 1.08992; 1.07104
1; 1000; 1; 4; 4; 800; 600; 0.0400145; 0.0466688; 0.042955; 21.4276; 24.9909; 23.3026
1; 1000; 5; 4; 4; 800; 600; 0.0298955; 0.037018; 0.031147; 27.0139; 33.4499; 32.1639
1; 1000; 10; 4; 4; 800; 600; 0.0292381; 0.0336508; 0.030724; 29.717; 34.2019; 32.586
1; 1000; 1; 4; 4; 1920; 1080; 0.160299; 0.170906; 0.162579; 5.85117; 6.23833; 6.15155
1; 1000; 5; 4; 4; 1920; 1080; 0.117863; 0.132489; 0.120362; 7.54778; 8.48444; 8.31115
1; 1000; 10; 4; 4; 1920; 1080; 0.114689; 0.126799; 0.116051; 7.88649; 8.71919; 8.61898
1; 1000; 1; 4; 8; 800; 600; 0.0570415; 0.066535; 0.0599291; 15.0297; 17.5311; 16.6984
1; 1000; 5; 4; 8; 800; 600; 0.0349338; 0.0481438; 0.0394088; 20.7711; 28.6256; 25.4353
1; 1000; 10; 4; 8; 800; 600; 0.0380497; 0.0437265; 0.0397266; 22.8694; 26.2814; 25.1951
1; 1000; 1; 4; 8; 1920; 1080; 0.223843; 0.230925; 0.227126; 4.33042; 4.46741; 4.40307
1; 1000; 5; 4; 8; 1920; 1080; 0.141607; 0.159442; 0.148028; 6.27187; 7.06178; 6.75753
1; 1000; 10; 4; 8; 1920; 1080; 0.15136; 0.160746; 0.155388; 6.22099; 6.60679; 6.43618
1; 1000; 1; 4; 16; 800; 600; 0.0271094; 0.092943; 0.0608493; 10.7593; 36.8876; 16.7477
1; 1000; 5; 4; 16; 800; 600; 0.0370969; 0.0467594; 0.0393994; 21.3861; 26.9564; 25.4198
1; 1000; 10; 4; 16; 800; 600; 0.0354417; 0.0427113; 0.0387919; 23.413; 28.2154; 25.8101
1; 1000; 1; 4; 16; 1920; 1080; 0.223204; 0.232005; 0.225777; 4.31025; 4.48021; 4.42941
1; 1000; 5; 4; 16; 1920; 1080; 0.145602; 0.158459; 0.148116; 6.31077; 6.86806; 6.75239
1; 1000; 10; 4; 16; 1920; 1080; 0.140574; 0.15024; 0.143598; 6.65601; 7.11371; 6.96503
1; 1000; 1; 16; 4; 800; 600; 0.15711; 0.174262; 0.163072; 5.73847; 6.36495; 6.1347
1; 1000; 5; 16; 4; 800; 600; 0.116629; 0.128258; 0.121285; 7.79677; 8.5742; 8.2478
1; 1000; 10; 16; 4; 800; 600; 0.121628; 0.133527; 0.126738; 7.48909; 8.2218; 7.89261
1; 1000; 1; 16; 4; 1920; 1080; 0.625907; 0.646217; 0.634184; 1.54747; 1.59768; 1.57691
1; 1000; 5; 16; 4; 1920; 1080; 0.323908; 0.457546; 0.374576; 2.18557; 3.0873; 2.72922
1; 1000; 10; 16; 4; 1920; 1080; 0.456696; 0.479227; 0.466569; 2.08669; 2.18964; 2.14346
1; 1000; 1; 16; 8; 800; 600; 0.196511; 0.222481; 0.204782; 4.49477; 5.08877; 4.88539
1; 1000; 5; 16; 8; 800; 600; 0.153949; 0.169703; 0.161915; 5.89264; 6.49567; 6.17789
1; 1000; 10; 16; 8; 800; 600; 0.139871; 0.160856; 0.14581; 6.21676; 7.14947; 6.86205
1; 1000; 1; 16; 8; 1920; 1080; 0.805039; 0.83043; 0.815997; 1.2042; 1.24218; 1.22555
1; 1000; 5; 16; 8; 1920; 1080; 0.60334; 0.6241; 0.612682; 1.60231; 1.65744; 1.63228
1; 1000; 10; 16; 8; 1920; 1080; 0.611109; 0.633599; 0.622061; 1.57828; 1.63637; 1.60768
1; 1000; 1; 16; 16; 800; 600; 0.228379; 0.24356; 0.234176; 4.10577; 4.37869; 4.2712
1; 1000; 5; 16; 16; 800; 600; 0.152105; 0.164691; 0.157198; 6.07199; 6.5744; 6.36356
1; 1000; 10; 16; 16; 800; 600; 0.14823; 0.160834; 0.152946; 6.2176; 6.74627; 6.54037
1; 1000; 1; 16; 16; 1920; 1080; 0.886486; 0.910662; 0.89606; 1.0981; 1.12805; 1.11604
1; 1000; 5; 16; 16; 1920; 1080; 0.579594; 0.609824; 0.588486; 1.63982; 1.72535; 1.69941
1; 1000; 10; 16; 16; 1920; 1080; 0.607477; 0.633378; 0.614978; 1.57884; 1.64615; 1.62616
1; 1000; 1; 32; 4; 800; 600; 0.305672; 0.325808; 0.316349; 3.06929; 3.27148; 3.16172
1; 1000; 5; 32; 4; 800; 600; 0.22637; 0.241794; 0.232655; 4.13574; 4.41754; 4.29924
1; 1000; 10; 32; 4; 800; 600; 0.235207; 0.249429; 0.241024; 4.00916; 4.25157; 4.14998
1; 1000; 1; 32; 4; 1920; 1080; 1.24003; 1.26429; 1.25129; 0.790959; 0.806432; 0.799199
1; 1000; 5; 32; 4; 1920; 1080; 0.8956; 0.937106; 0.909923; 1.06712; 1.11657; 1.09909
1; 1000; 10; 32; 4; 1920; 1080; 0.913028; 0.941866; 0.924519; 1.06172; 1.09526; 1.0817
1; 1000; 1; 32; 8; 800; 600; 0.381528; 0.495047; 0.422714; 2.02001; 2.62104; 2.38224
1; 1000; 5; 32; 8; 800; 600; 0.287099; 0.305447; 0.29653; 3.27389; 3.48312; 3.37311
1; 1000; 10; 32; 8; 800; 600; 0.296486; 0.318727; 0.304851; 3.13748; 3.37284; 3.28102
1; 1000; 1; 32; 8; 1920; 1080; 1.68608; 1.73919; 1.70699; 0.574979; 0.593091; 0.585862
1; 1000; 5; 32; 8; 1920; 1080; 1.04182; 1.08831; 1.05802; 0.918856; 0.959858; 0.945232
1; 1000; 10; 32; 8; 1920; 1080; 1.13593; 1.17519; 1.15571; 0.850928; 0.880337; 0.865318
1; 1000; 1; 32; 16; 800; 600; 0.416895; 0.459975; 0.430538; 2.17403; 2.39869; 2.32342
1; 1000; 5; 32; 16; 800; 600; 0.326666; 0.357399; 0.335745; 2.798; 3.06123; 2.97917
1; 1000; 10; 32; 16; 800; 600; 0.292018; 0.314418; 0.30251; 3.18048; 3.42445; 3.3067
1; 1000; 1; 32; 16; 1920; 1080; 1.63492; 1.68898; 1.65761; 0.592073; 0.611651; 0.603297
1; 1000; 5; 32; 16; 1920; 1080; 1.13324; 1.1859; 1.157; 0.843241; 0.882427; 0.864389
1; 1000; 10; 32; 16; 1920; 1080; 0.906313; 1.29489; 1.25117; 0.772269; 1.10337; 0.804971
